ID,Address,Price_€,Rooms,Bathrooms,Size_m2,Price_m2,Property_type,City,Neightbourhood,Links,Description,Date_Scraped,District,nom_barri
id2361004354777,Piso  Carrer de ferlandina. Piso con 3 habitaciones,222705,3,1,88,2531,FLAT,Barcelona,Raval,https://www.habitaclia.com/comprar-piso-con_3_habitaciones_raval-barcelona-i2361004354777.htm?pag=57&hab=1&ban=1&f=&geo=p&from=list&lo=55,"C/ FERLANDINA JUNTO MACBA vivienda muy amplia, con mucho encanto y con mucha luz natural y sol. Tiene muchas posibilidad...",2023-06-23,Ciutat Vella,el Raval
id45024000000063,"Piso  Carrer del castor. Todo exterior,3hab,trastero",139500,3,1,52,2683,FLAT,Barcelona,La Guineueta,https://www.habitaclia.com/comprar-piso-todo_exterior_3hab_trastero_la_guineueta-barcelona-i45024000000063.htm?pag=57&hab=1&ban=1&f=&geo=p&from=list&lo=55,Piso totalmente cuadrado y exterior sin espacios perdidos con trastero grande incluido en planta -1. 52 m² construidos d...,2023-06-23,Nou Barris,la Guineueta
id4331004412053,Piso  en  Passeig de gràcia 44. Magnífico piso en paseo de gracia,630000,1,1,62,10161,FLAT,Barcelona,Dreta de l´Eixample,https://www.habitaclia.com/comprar-piso-magnifico_en_paseo_de_gracia_paseo_de_gracia_44_dreta_de_l_eixample-barcelona-i4331004412053.htm?pag=57&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Vivienda en venta en Paseo de Gracia, sin duda una de las mejores calles de Barcelona. Inmueble rodeado de boutiques de...",2023-06-23,Eixample,la Dreta de l'Eixample
id5020003999287,Piso  en  La Nova Esquerra de l´Eixample,440000,2,2,89,4944,FLAT,Barcelona,La Nova Esquerra de l´Eixample,https://www.habitaclia.com/comprar-piso-la_nova_esquerra_de_l_eixample-barcelona-i5020003999287.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Cómodo y funcional piso para entrar a vivir en L’Eixample Esquerra de Barcelona. Piso de 81m², según catastro.  Cuarta...",2023-06-23,Eixample,la Nova Esquerra de l'Eixample
id5020003999515,Piso  en  Zona Franca - Port,199900,2,1,69,2897,FLAT,Barcelona,Zona Franca,https://www.habitaclia.com/comprar-piso-zona_franca_port-barcelona-i5020003999515.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Vivienda en venta, totalmente reformada, para entrar a vivir de 69m², según catastro, en finca de 1977 con ascensor.  E...",2023-06-23,Sants-Montjuïc,Hostafrancs
id5299004350966,Piso  Rocafort. Excelente vivienda en la nova superilla de l'eixample,415000,4,2,105,3952,FLAT,Barcelona,La Nova Esquerra de l´Eixample,https://www.habitaclia.com/comprar-piso-excelente_vivienda_en_la_nova_superilla_de_l_eixample_la_nova_esquerra_de_l_eixample-barcelona-i5299004350966.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Vivienda amplia y luminosa, situada en la Nova Esquerra de l'Eixample, en un emplazamiento privilegiado, zona en la que...",2023-06-23,Eixample,la Nova Esquerra de l'Eixample
id4331004412056,Piso  en  Carrer de manila 39. Maravillosa vivienda en venta en finca señorial,725000,4,2,144,5035,FLAT,Barcelona,Pedralbes,https://www.habitaclia.com/comprar-piso-maravillosa_vivienda_en_venta_en_finca_senorial_calle_de_manila_39_pedralbes-barcelona-i4331004412056.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,Fincas Layes presenta en exclusiva esta maravillosa vivienda en venta en finca señorial esquinera en fantástico estado d...,2023-06-23,Les Corts,Pedralbes
id5427004436097,"Piso  en  Passeig font d´en fargas, 64. Obra nueva de seis viviendas",390000,2,2,68,5735,FLAT,Barcelona,La Font d´en Fargues,https://www.habitaclia.com/comprar-piso-obra_nueva_de_seis_viviendas_paseo_font_den_fargas_64_la_font_d_en_fargues-barcelona-i5427004436097.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,TELLO&ASSOCIATS GESTORS DE PATRIMONI LES OFRECE  ESTA FANTASTICA PROMOCION DE OBRA NUEVA DE SEIS EXCLUSIVAS VIVIENDAS EN...,2023-06-23,Horta-Guinardó,la Font d'en Fargues
id21014004125054,Piso  Carrer de lincoln. Piso con 3 habitaciones con ascensor y calefacción,495000,3,2,100,4950,FLAT,Barcelona,Putget,https://www.habitaclia.com/comprar-piso-con_3_habitaciones_con_ascensor_y_calefaccion_putget_farro-barcelona-i21014004125054.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Luminosa primera planta en calle muy tranquila a 100m de PL. Molina. Orientada al oeste, con una muy buena distribución...",2023-06-23,Sarrià-Sant Gervasi,el Putxet i el Farró
id4331004412039,"Piso  en  Carrer cometa, 6. Preciosa pieza reformada",650000,1,1,140,4643,FLAT,Barcelona,Gòtic,https://www.habitaclia.com/comprar-piso-preciosa_pieza_reformada_calle_cometa_6_gotic-barcelona-i4331004412039.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Pieza muy interesante por su ubicación junto a Plaza Sant Jaume, por su marcada identidad clásica y carácter y por su mu...",2023-06-23,Ciutat Vella,el Barri Gòtic
id45946000000010,Ático  en  Sant Gervasi - Galvany. Piso en barcelona de 210m2 (terraza de 38m2 incluida),1495000,5,3,210,7119,PENTHOUSE,Barcelona,Sant Gervasi,https://www.habitaclia.com/comprar-atico-piso_en_de_210m2_terraza_de_38m2_incluida_sant_gervasi_galvany-barcelona-i45946000000010.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,"City Corner Properties vende en Barcelona bonito ático de 210m2 (incluye 38m2 de terraza), situado en una octava planta,...",2023-06-23,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
id14939004429369,Piso  en  Carrer de les agudes 21. Soleado y con bonitas vistas.,129000,3,1,67,1925,FLAT,Barcelona,Ciutat Meridiana,https://www.habitaclia.com/comprar-piso-soleado_y_con_bonitas_vistas_calle_de_les_agudes_21_ciutat_meridiana-barcelona-i14939004429369.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Piso de 67m2 en ciutat meridiana, Barcelona. El piso se compone por 3 habitaciones, una de ellas doble de matrimonio y o...",2023-06-23,Nou Barris,Ciutat Meridiana
id10051004408739,"Piso  Carrer del rosselló. Fantástico piso en c/ roselló, en pleno centro de barcelona",875000,3,3,137,6387,FLAT,Barcelona,Dreta de l´Eixample,https://www.habitaclia.com/comprar-piso-fantastico_en_c_rosello_en_pleno_centro_de_dreta_de_l_eixample-barcelona-i10051004408739.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,EL BARRIO La Dreta de l’Eixample es el área más céntrica de Barcelona y en esta se sitúan puntos de encuentro important...,2023-06-23,Eixample,la Dreta de l'Eixample
id3846004386694,Piso  Avila,298000,3,1,65,4585,FLAT,Barcelona,El Parc i la Llacuna del Poblenou,https://www.habitaclia.com/comprar-piso-el_parc_i_la_llacuna_del_poblenou-barcelona-i3846004386694.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Estupenda oportunidad en el Parc i La Llacuna del Poblenou sobre calle Avila con calle Almogavers, en una bonita finca d...",2023-06-23,Sant Martí,el Parc i la Llacuna del Poblenou
id10051004408736,Piso  Carrer de muntaner. Fantástico piso en sant gervasi,1200000,4,3,194,6186,FLAT,Barcelona,Sant Gervasi,https://www.habitaclia.com/comprar-piso-fantastico_en_sant_gervasi_sant_gervasi_bonanova-barcelona-i10051004408736.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,"EL BARRIO El barrio de Sant Gervasi es uno de los distritos más verdes de la ciudad, esta proximidad marca su condición...",2023-06-23,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
id5020003999526,Piso  en  Raval,270000,2,1,63,4286,FLAT,Barcelona,Raval,https://www.habitaclia.com/comprar-piso-raval-barcelona-i5020003999526.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,Magnífico apartamento reformado en finca regia en el barrio de Ciutat Vella de Barcelona.  Apartamento reformado en la...,2023-06-23,Ciutat Vella,el Raval
id41336000000004,Piso  en  Carrer de provença 355. Vivienda reformada,386000,1,1,53,7283,FLAT,Barcelona,Dreta de l´Eixample,https://www.habitaclia.com/comprar-piso-vivienda_reformada_calle_de_provenca_355_dreta_de_l_eixample-barcelona-i41336000000004.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Provença 355 es un edificio clásico de l’Eixample original del 1935, situado en una excelente ubicación, sin apenas tráf...",2023-06-23,Eixample,la Dreta de l'Eixample
id30853000000440,"Ático  Carrer del remei. Ático con ascensor, calefacción y aire acondicionado",340000,1,1,70,4857,PENTHOUSE,Barcelona,Barri de les Corts,https://www.habitaclia.com/comprar-atico-con_ascensor_calefaccion_y_aire_acondicionado_barri_de_les_corts-barcelona-i30853000000440.htm?pag=58&hab=1&ban=1&f=&geo=p&from=list&lo=55,C/Remei jto C/Galileo. Bonito y coqueto Ático tipo Dúplex de 70m² (superficie catastral) en la mejor zona d barrio de Le...,2023-06-23,Les Corts,les Corts
id3050004446426,"Chalet  Carrer de tirso. Chalet con 2 habitaciones con calefacción, vistas al mar y vista",495000,2,1,102,4853,HOUSE,Barcelona,El Coll,https://www.habitaclia.com/comprar-chalet-con_2_habitaciones_con_calefaccion_vistas_al_mar_y_vista_el_coll-barcelona-i3050004446426.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,"CASA DE DOS PLANTAS CON VISTAS AL MAR Y A TODA LA CIUDAD, CON MUCHAS POSIBILIDADES   Vivienda ubicada en el barrio de...",2023-06-23,Gràcia,el Coll
id3586004110559,Piso  Garcia faria. Impresionante piso en primera linea de mar,1650000,3,2,201,8209,FLAT,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,https://www.habitaclia.com/comprar-piso-impresionante_en_primera_linea_de_mar_diagonal_mar_i_el_front_maritim_del_poblenou-barcelona-i3586004110559.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,"El piso de tus sueños en Barcelona, zona Diagonal Mar, en el exclusivo complejo Illa de la Llum, 201 metros de superfici...",2023-06-23,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
id3459004441882,Piso  Carrer de frança. Piso con 3 habitaciones con aire acondicionado,190000,3,1,59,3220,FLAT,Barcelona,Baix Guinardó,https://www.habitaclia.com/comprar-piso-con_3_habitaciones_con_aire_acondicionado_baix_guinardo-barcelona-i3459004441882.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,"C/ França: Piso de 59 m² aprox. Se distribuye en 2 dormitorios y un estudio, comedor exterior a calle con cocina abierta...",2023-06-23,Horta-Guinardó,el Baix Guinardó
id13966003022752,"Piso  Laforja 116. Gran piso en venta en calle laforja, sant gervasi-galvany",599000,4,2,155,3865,FLAT,Barcelona,Sant Gervasi,https://www.habitaclia.com/comprar-piso-gran_en_venta_en_calle_laforja_sant_gervasi_galvany_sant_gervasi_galvany-barcelona-i13966003022752.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Impactante propiedad ubicada en Sant Gervasi-Galvany.   Piso totalmente reformado, a estrenar de 115m2+ 40m2 de terraz...",2023-06-23,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
id929004431668,Piso  en  Tres Torres. Vivienda de lujo de 215 m2 con gimnasio y piscina,1172000,5,4,215,5451,FLAT,Barcelona,Tres Torres,https://www.habitaclia.com/comprar-piso-vivienda_de_lujo_de_215_m2_con_gimnasio_y_piscina_tres_torres-barcelona-i929004431668.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Piso de lujo de 215m2, con zona comunitaria con gimnasio y piscina y 3 plazas de parking y trastero, todo incluido en el...",2023-06-23,Sarrià-Sant Gervasi,les Tres Torres
id39422000000240,Piso  Passeig de fabra i puig. Piso con 4 habitaciones con ascensor,385000,4,1,108,3565,FLAT,Barcelona,Horta,https://www.habitaclia.com/comprar-piso-con_4_habitaciones_con_ascensor_horta-barcelona-i39422000000240.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,ÁTICO CON TERRAZA A NIVEL!   Es un sexto de altura con una terraza de 20 m2 a nivel del comedor.  El interior del in...,2023-06-23,Horta-Guinardó,Horta
id3869003213672,Piso  Carrer de sant fructuós,305000,4,2,90,3389,FLAT,Barcelona,Font de la Guatlla,https://www.habitaclia.com/comprar-piso-font_de_la_guatlla-barcelona-i3869003213672.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Piso con muchísimas posibilidades, buena distribución, necesita de una actualización, cuenta con cuatro habitaciones, do...",2023-06-23,Sants-Montjuïc,la Font de la Guatlla
id36562004212617,Piso  en  Putget - Farró. Espectacular ático dúplex de 220m2 en sarriá sant gervasi,1125000,4,2,230,4891,FLAT,Barcelona,Putget,https://www.habitaclia.com/comprar-piso-espectacular_atico_duplex_de_220m2_en_sarria_sant_gervasi_putget_farro-barcelona-i36562004212617.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,DCANO Real Estate Agency les presenta este magnífico ático duplex en El Putxet.  La propiedad ha sido reformada en var...,2023-06-23,Sarrià-Sant Gervasi,el Putxet i el Farró
id37282004165734,Piso  Narbona,155000,3,1,66,2348,FLAT,Barcelona,Besòs,https://www.habitaclia.com/comprar-piso-besos_maresme-barcelona-i37282004165734.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Se VENDE encantador piso en última planta, junto a Gran Vía de les Corts Catalanes.  Quinta planta sin ascensor, totalm...",2023-06-23,Sant Martí,el Besòs i el Maresme
id44851000000016,Piso  Carrer de loreto,470000,3,2,108,4352,FLAT,Barcelona,Barri de les Corts,https://www.habitaclia.com/comprar-piso-barri_de_les_corts-barcelona-i44851000000016.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,¿Está buscando una vivienda exterior y luminosa lista para entrar a vivir? Tenemos lo que necesita.  Se trata de un pi...,2023-06-23,Les Corts,les Corts
id13658004372705,Piso  Carrer de sants. ¡¡magnífico piso de 85m² con terraza en rambla badal con carrete,340000,3,1,85,4000,FLAT,Barcelona,Sants-Badal,https://www.habitaclia.com/comprar-piso-magnifico_de_85m2_con_terraza_en_rambla_badal_con_carrete_sants_badal-barcelona-i13658004372705.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,¡¡Magnífico Piso de 85m² con terraza en Rambla Badal con Carretera de Sants!!  La vivienda consta de tres habitaciones...,2023-06-23,Sants-Montjuïc,Sants - Badal
id5935004333753,Casa  Camí de santa creu d'olorda a vallvidrera. Magnífica vivienda de 359 m2 más jardín de 731m2 y construida en,1650000,5,6,359,4596,HOUSE,Barcelona,Vallvidrera,https://www.habitaclia.com/comprar-casa-magnifica_vivienda_de_359_m2_mas_jardin_de_731m2_y_construida_en_vallvidrera_tibidabo_les_planes-barcelona-i5935004333753.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Magnífica vivienda de 359 m2 más jardín de 731m2 y construida en parcela de 1.770 m2, está situada en Vallvidrera, a poc...",2023-06-23,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
id21014004125041,"Piso  Avinguda d'eduard maristany. Piso con 3 habitaciones con ascensor, calefacción, aire acondici",490000,3,2,107,4579,FLAT,Barcelona,Besòs,https://www.habitaclia.com/comprar-piso-con_3_habitaciones_con_ascensor_calefaccion_aire_acondici_besos_maresme-barcelona-i21014004125041.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,"FORUM - Magnífica 5ª planta esquinera, en preciosa finca del 2007. Se trata de una vivienda orientada al mar y a 8 min d...",2023-06-23,Sant Martí,el Besòs i el Maresme
id13658004372699,"Piso  Rambla de badal. Piso con 4 habitaciones con ascensor, calefacción y aire acondic",350000,4,2,97,3608,FLAT,Barcelona,La Bordeta,https://www.habitaclia.com/comprar-piso-con_4_habitaciones_con_ascensor_calefaccion_y_aire_acondic_la_bordeta-barcelona-i13658004372699.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,"¡¡¡Gran piso en Sants-Badal!!! Finca de obra vista del año 1978, con dos ascensores.   Consta de 97m² construidos, con...",2023-06-23,Sants-Montjuïc,la Bordeta
id10518004391906,"Piso  Carrer del dos de maig. Piso con 3 habitaciones con ascensor, calefacción y aire acondic",270000,3,1,88,3068,FLAT,Barcelona,El Camp de l´Arpa del Clot,https://www.habitaclia.com/comprar-piso-con_3_habitaciones_con_ascensor_calefaccion_y_aire_acondic_el_camp_de_l_arpa_del_clot-barcelona-i10518004391906.htm?pag=59&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Excelente piso de 88m2 en Sagrada Familia, en finca de 1957 con ascensor.  El inmueble dispone de un salón comedor amp...",2023-06-23,Sant Martí,el Camp de l'Arpa del Clot
id39422000000256,"Casa  Carrer de les ciències. Casa con 4 habitaciones con parking, calefacción y aire acondici",645000,4,3,185,3486,HOUSE,Barcelona,Horta,https://www.habitaclia.com/comprar-casa-con_4_habitaciones_con_parking_calefaccion_y_aire_acondici_horta-barcelona-i39422000000256.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,FANTÁSTICA CASA ADOSADA UBICADA EN EL BARRIO DE HORTA!  Posee 3 plantas con la siguiente distribución:  Zona sótano:...,2023-06-23,Horta-Guinardó,Horta
id3457004299145,"Piso  Carrer de buenaventura muñoz. Piso con 4 habitaciones con ascensor, calefacción y aire acondic",415000,4,2,88,4716,FLAT,Barcelona,El Parc i la Llacuna del Poblenou,https://www.habitaclia.com/comprar-piso-con_4_habitaciones_con_ascensor_calefaccion_y_aire_acondic_el_parc_i_la_llacuna_del_poblenou-barcelona-i3457004299145.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,En el Parc i La LLacuna muy cerca de la playa de la Nova Icaria (playa) y a cinco minutos del Parc de la Ciutadella y Ar...,2023-06-23,Sant Martí,el Parc i la Llacuna del Poblenou
id14832000001861,Piso  Barcelona - castellbisbal. Magnifico piso c/ terraza y parking incluido obra joven 2004,350000,3,2,71,4930,FLAT,Barcelona,La Teixonera,https://www.habitaclia.com/comprar-piso-magnifico_c_terraza_y_parking_incluido_obra_joven_2004_la_teixonera-barcelona-i14832000001861.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,MAGNIFICO PISO SITUADO EN UNA OBRA JOVEN DEL 2004 - Cuenta con una habitación doble con baño en-suite y balcón (orientac...,2023-06-23,Horta-Guinardó,la Teixonera
id29906003883082,"Piso  Carrer de sardenya. Luminoso y con vistas a la sagrada familia, en calle sardenya",305000,1,1,51,5980,FLAT,Barcelona,El Camp d´en Grassot i Gràcia Nova,https://www.habitaclia.com/comprar-piso-luminoso_y_con_vistas_a_la_sagrada_familia_en_calle_sardenya_el_camp_d_en_grassot_i_gracia_nova-barcelona-i29906003883082.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Luminoso y con vistas a la Sagrada Familia, en calle Sardenya ubicado en un edificio de 2009 con ascensor.   Se distri...",2023-06-23,Gràcia,el Camp d'en Grassot i Gràcia Nova
id4480000000027,Piso  en  Passeig de fabra i puig 71. Piso con 4 habitaciones con ascensor,285000,4,1,85,3353,FLAT,Barcelona,Sant Andreu de Palomar,https://www.habitaclia.com/comprar-piso-con_4_habitaciones_con_ascensor_paseo_de_fabra_i_puig_71_sant_andreu_de_palomar-barcelona-i4480000000027.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,Bonito piso en venta en excelente estado.  La vivienda dispone de 86 m2 distribuidos en 4 habitaciones (1 doble y 3 indi...,2023-06-23,Sant Andreu,Sant Andreu
id2907000000285,Piso  Carrer de ribes. Piso amueblado con ascensor y aire acondicionado,170000,1,1,33,5152,FLAT,Barcelona,Fort Pienc,https://www.habitaclia.com/comprar-piso-amueblado_con_ascensor_y_aire_acondicionado_fort_pienc-barcelona-i2907000000285.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,Disfrute de un acogedor piso en la CALLE RIBES justo al lado del Teatro Nacional y Auditorio. Primera planta. Piso de un...,2023-06-23,Eixample,el Fort Pienc
id3610004367947,Piso  Carrer de les camèlies,249000,3,1,76,3276,FLAT,Barcelona,Baix Guinardó,https://www.habitaclia.com/comprar-piso-baix_guinardo-barcelona-i3610004367947.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,Fincas Dueñas le ofrece está vivienda en buen estado de conservación. Para entrar a vivir.  Ubicado en Horta-Guinardo...,2023-06-23,Horta-Guinardó,el Baix Guinardó
id14590003442086,"Piso  en  Diagonal Mar i el Front Marítim del Poblenou. Piso con 4 habitaciones con ascensor, parking, calefacción, aire",1140000,4,3,142,8028,FLAT,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,https://www.habitaclia.com/comprar-piso-con_4_habitaciones_con_ascensor_parking_calefaccion_aire_diagonal_mar_i_el_front_maritim_del_pobleno-barcelona-i14590003442086.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,"ESPECTACULAR PISO EN PRIMERA LÍNEA DE MAR! Con una vista impresionante sobre el mar, este apartamento se caracteriza po...",2023-06-23,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
id4376004413587,"Piso  en  Pedralbes. Piso con 6 habitaciones con ascensor, calefacción y aire acondic",2300000,6,4,350,6571,FLAT,Barcelona,Pedralbes,https://www.habitaclia.com/comprar-piso-con_6_habitaciones_con_ascensor_calefaccion_y_aire_acondic_pedralbes-barcelona-i4376004413587.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Ubicado en Pedralbes, al lado del Liceo Francés y del Real Club de Tenis Barcelona, encontramos este magnífico piso de 3...",2023-06-23,Les Corts,Pedralbes
id25085000000984,Ático  en  Barceloneta. Gran ático en la barceloneta con vistas a toda barcelona,395000,3,1,67,5896,PENTHOUSE,Barcelona,Barceloneta,https://www.habitaclia.com/comprar-atico-gran_en_la_barceloneta_con_vistas_a_toda_barceloneta-barcelona-i25085000000984.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Bonito ático de 60m2 + 70m2 de terraza de uso privado, exterior a la calle con sol todo el día y bonitas vistas a toda B...",2023-06-23,Ciutat Vella,la Barceloneta
id25085000001305,Piso  en  La Sagrera. Bonito piso de 2 habitaciones en la avenida meridiana,189000,2,1,57,3316,FLAT,Barcelona,La Sagrera,https://www.habitaclia.com/comprar-piso-bonito_de_2_habitaciones_en_la_avenida_meridiana_la_sagrera-barcelona-i25085000001305.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Bonito piso de 51m2 exterior a la calle muy soleado, 4º planta con ascensor. Consta de 2 habitaciones (1 doble - 1 indiv...",2023-06-23,Sant Andreu,la Sagrera
id12526004369919,Dúplex  en  El Camp de l´Arpa del Clot. Piso en venta en camp de l'arpa,180000,3,3,120,1500,DUPLEX,Barcelona,El Camp de l´Arpa del Clot,https://www.habitaclia.com/comprar-duplex-piso_en_venta_en_camp_de_l_arpa_el_camp_de_l_arpa_del_clot-barcelona-i12526004369919.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Precioso bajos dúplex a la venta de 120 m2.  Dispone de 3 habitaciones dobles, 1 en suite, 2 baños completos y 1 aseo d...",2023-06-23,Sant Martí,el Camp de l'Arpa del Clot
id14891003622130,"Piso  Plaça de tetuán. Piso con 6 habitaciones con ascensor, calefacción y aire acondic",950000,6,2,239,3975,FLAT,Barcelona,Dreta de l´Eixample,https://www.habitaclia.com/comprar-piso-con_6_habitaciones_con_ascensor_calefaccion_y_aire_acondic_dreta_de_l_eixample-barcelona-i14891003622130.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,¡POSIBILIDAD DE HACER DOS PISOS! ¡PISO DE GRANDES DIMENSIONES EN PLENA PLAZA TETUAN!  Nos complace presentarles esta...,2023-06-23,Eixample,la Dreta de l'Eixample
id3457004299135,Apartamento  Carrer de josep solé i barberà. Apartamento con 2 habitaciones con calefacción y aire acondicion,135000,2,1,41,3293,APARTMENT,Barcelona,Roquetes,https://www.habitaclia.com/comprar-apartamento-con_2_habitaciones_con_calefaccion_y_aire_acondicion_roquetes-barcelona-i3457004299135.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,Excelente vivienda tipo apartamento reformada nueva a estrenar en el popular barrio de Les Roquetes de Nou Barris ¡  D...,2023-06-23,Nou Barris,les Roquetes
id3792004397421,Piso  Carrer de calàbria. En venta magnífico piso reformado en la nova eixample esquerra.,480000,2,1,115,4174,FLAT,Barcelona,La Nova Esquerra de l´Eixample,https://www.habitaclia.com/comprar-piso-en_venta_magnifico_reformado_en_la_nova_eixample_esquerra_la_nova_esquerra_de_l_eixample-barcelona-i3792004397421.htm?pag=60&hab=1&ban=1&f=&geo=p&from=list&lo=55,Piso de 100 m2 útiles y completamente reformado situado en la calle Calabria con calle Paris.  El inmueble consta de vi...,2023-06-23,Eixample,la Nova Esquerra de l'Eixample
id5299004350994,Piso  Comte borrell. Precioso en finca señorial,440000,2,2,89,4944,FLAT,Barcelona,La Nova Esquerra de l´Eixample,https://www.habitaclia.com/comprar-piso-precioso_en_finca_senorial_la_nova_esquerra_de_l_eixample-barcelona-i5299004350994.htm?pag=61&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Vivienda totalmente reformada, a estrenar, con materiales de alta calidad. Piso muy luminoso y soleado, orientado a Tar...",2023-06-23,Eixample,la Nova Esquerra de l'Eixample
